text,translation,tags
"Here you can see every [C:6:0:1]Item[C:7:0:0] in the fortress. Click on category headings to collapse and expand them. [B]If you don't have a [C:5:0:0]Bookkeeper[C:7:0:0], or they don't have an [C:3:0:0]Office[C:7:0:0] to work in, numbers may be approximate.","여기서 요새의 모든 [C:6:0:1]아이템[C:7:0:0]을 볼 수 있습니다. 범주 제목을 클릭하여 접거나 펼치십시오. [B][C:5:0:0]회계사[C:7:0:0]가 없거나 그들이 일할 [C:3:0:0]사무실[C:7:0:0]이 없는 경우 수치는 대략적일 수 있습니다.",
"Work details are one way you can control which workers do which tasks, and they are the only way to assign certain tasks like mining, woodcutting, hunting, and fishing. [B]Generally, almost every task will be available for every citizen, but you can both restrict both citizens and tasks. Citizens are restricted by using their [C:5:0:1]Specialization[C:7:0:0] button. Tasks are restricted by setting their work detail to [C:5:0:1]""Only selected do this""[C:7:0:0].[B]If a task does not have a default work detail, you can create a custom work detail.  Once you assign citizens to the task, you can then set [C:5:0:1]""Only selected do this""[C:7:0:0] if you want to restrict it.","작업 세부 사항은 어떤 일꾼이 어떤 작업을 수행할지 제어할 수 있는 방법 중 하나이며, 채굴, 벌목, 사냥, 낚시와 같은 특정 작업을 할당하는 유일한 방법입니다. [B]일반적으로 거의 모든 작업은 모든 시민이 수행할 수 있지만, 시민과 작업 모두를 제한할 수 있습니다. 시민은 [C:5:0:1]전문화[C:7:0:0] 버튼을 사용하여 제한됩니다. 작업은 작업 세부 사항을 [C:5:0:1]""선택된 사람만 수행""[C:7:0:0]으로 설정하여 제한됩니다.[B]작업에 기본 작업 세부 사항이 없는 경우 사용자 지정 작업 세부 사항을 만들 수 있습니다. 시민을 작업에 할당한 후 제한하고 싶다면 [C:5:0:1]""선택된 사람만 수행""[C:7:0:0]을 설정할 수 있습니다.",
"Here you can view your nobles, as well as assign your administrators, military leaders, and other officials.[B][C:5:0:0]Militia Commanders[C:7:0:0] are assigned here. Once the first leader is assigned, subsequent [C:5:0:0]Captain[C:7:0:0] positions will appear. These can also be assigned from the squad menu.[B]Certain important functions in your fortress can only be performed by assigned administrators, such as the [C:5:0:0]Manager[C:7:0:0] and [C:5:0:0]Bookkeeper[C:7:0:0]. Once they are assigned, you can create work orders, run a [C:1:0:1]Hospital[C:7:0:0], and count and appraise your hoard.[B]Nobles and certain administrators require rooms, and some may also make demands.","여기에서 귀족을 볼 수 있을 뿐만 아니라 관리자, 군사 지도자 및 기타 관리를 임명할 수 있습니다.[B][C:5:0:0]민병대 사령관[C:7:0:0]은 여기서 임명됩니다. 첫 번째 지도자가 임명되면 후속 [C:5:0:0]대장[C:7:0:0] 직위가 나타납니다. 이들은 분대 메뉴에서도 임명할 수 있습니다.[B]요새의 특정 중요 기능은 [C:5:0:0]관리자[C:7:0:0] 및 [C:5:0:0]회계사[C:7:0:0]와 같이 임명된 관리자만 수행할 수 있습니다. 이들이 임명되면 작업 명령을 생성하고, [C:1:0:1]병원[C:7:0:0]을 운영하며, 재산을 계산하고 감정할 수 있습니다.[B]귀족과 특정 관리자는 방이 필요하며 일부는 요구 사항을 제시할 수도 있습니다.",
"If you have a law enforcement administrator like a [C:5:0:0]Sheriff[C:7:0:0] or [C:5:0:0]Captain of the Guard[C:7:0:0], witnesses of crimes will make reports, which find their way here. Certain crimes are indicative of larger problems, so you should pay attention to them, and affected victims and family members get upset if crime is ignored.[B]It's up to you to choose whom to convict. All available witness information is presented for each case. You can also interrogate suspects. This is particularly important for schemes where the witnesses might not have the full story.[B]It is recommended to place a certain number of [C:6:0:0]Cages[C:7:0:0] and [C:6:0:0]Chains[C:7:0:0] and assign them to a [C:3:0:0]Dungeon[C:7:0:0] zone. Officers may opt for physical punishment if they cannot carry out custodial sentences.","[C:5:0:0]보안관[C:7:0:0]이나 [C:5:0:0]경비대장[C:7:0:0]과 같은 법 집행 관리자가 있는 경우 범죄 목격자가 신고를 하게 되며, 신고 내용은 여기로 전달됩니다. 특정 범죄는 더 큰 문제를 암시하므로 주의를 기울여야 하며, 범죄가 무시되면 피해자와 가족들이 화를 낼 것입니다.[B]누구에게 유죄 판결을 내릴지 선택하는 것은 당신의 몫입니다. 각 사건에 대해 모든 가용한 목격자 정보가 제공됩니다. 용의자를 심문할 수도 있습니다. 이는 목격자가 전체 이야기를 알지 못할 수 있는 음모 사건에서 특히 중요합니다.[B]일정 수의 [C:6:0:0]우리[C:7:0:0]와 [C:6:0:0]쇠사슬[C:7:0:0]을 배치하고 [C:3:0:0]지하 감옥[C:7:0:0] 구역으로 지정하는 것이 좋습니다. 담당관은 구금 형량을 집행할 수 없는 경우 신체적 처벌을 선택할 수 있습니다.",
"This is the squad menu. Here you can create squads, fill their positions, assign equipment and schedules, and give specific orders.[B]It is recommended that you prepare a squad and get them training as soon as you can. You have no idea what's lurking out there.","이것은 분대 메뉴입니다. 여기에서 분대를 생성하고, 인원을 채우고, 장비와 일정을 할당하고, 특정 명령을 내릴 수 있습니다.[B]가능한 한 빨리 분대를 준비하고 훈련시키는 것이 좋습니다. 밖에는 무엇이 도사리고 있을지 모릅니다.",
"The world created at the beginning of the game is active, and others may take an interest in your outpost as it grows. Stolen [C:6:0:1]Artifacts[C:7:0:0] and kidnapped citizens can be recovered by preparing missions from this screen. [B]You can also cause trouble if you'd like to raid your neighbors. Raids are created by clicking on any site not belonging to your civilization.","게임 시작 시 생성된 세계는 살아 움직이며, 전초기지가 성장함에 따라 다른 이들이 관심을 가질 수 있습니다. 도난당한 [C:6:0:1]유물[C:7:0:0]과 납치된 시민은 이 화면에서 임무를 준비하여 되찾을 수 있습니다. [B]이웃을 습격하여 문제를 일으킬 수도 있습니다. 습격은 문명에 속하지 않은 거점을 클릭하여 생성합니다.",
"Work orders are used to automate [C:3:0:1]Tasks[C:7:0:0] in [C:6:0:0]Workshops[C:7:0:0]. These work orders are set to complete a certain number of [C:3:0:1]Tasks[C:7:0:0] and can be given start conditions.[B]For instance, you can create an order to [C:3:0:1]Make Wooden Bins[C:7:0:0] if you are out of empty ones, to [C:3:0:1]Brew Drinks[C:7:0:0] if you are running low, or to [C:3:0:1]Make Five Statues[C:7:0:0] every month.[B]You can limit work orders to a number of [C:6:0:0]Workshops[C:7:0:0]. You can also create work orders at specific [C:6:0:0]Workshops[C:7:0:0] from their building sheet. The system is reasonably powerful and you can eventually automate almost all of your production if you wish.","작업 명령은 [C:6:0:0]작업장[C:7:0:0]에서 [C:3:0:1]작업[C:7:0:0]을 자동화하는 데 사용됩니다. 이러한 작업 명령은 일정 수의 [C:3:0:1]작업[C:7:0:0]을 완료하도록 설정되며 시작 조건을 부여할 수 있습니다.[B]예를 들어, 빈 통이 없으면 [C:3:0:1]나무 통 제작[C:7:0:0], 술이 부족하면 [C:3:0:1]음료 양조[C:7:0:0], 또는 매달 [C:3:0:1]동상 5개 제작[C:7:0:0]과 같은 명령을 생성할 수 있습니다.[B]작업 명령을 여러 [C:6:0:0]작업장[C:7:0:0]으로 제한할 수 있습니다. 또한 건설 정보창에서 특정 [C:6:0:0]작업장[C:7:0:0]에 대한 작업 명령을 생성할 수도 있습니다. 이 시스템은 상당히 강력하며 원한다면 결국 거의 모든 생산을 자동화할 수 있습니다.",
"In order to keep your citizens alive in the unforgiving wilderness they will need shelter, drink, and food.[B]Use the arrow at the top of this window to minimize the tutorial when it obscures your view. ","가혹한 야생에서 시민들을 생존시키려면 피난처, 음료, 식량이 필요합니다.[B]튜토리얼이 시야를 가리면 이 창 상단의 화살표를 사용하여 최소화하십시오.",
"[C:7:0:1]Shelter[C:7:0:0][B]By now you should have a room underground where your residents can hide from the creatures above. To make sure they spend their free time down there you will need to use the [C:5:0:1]Zones[C:7:0:0] menu to create a [C:3:0:0]Meeting Area[C:7:0:0]. Later you may try the [C:5:0:1]Burrows[C:7:0:0] menu to create a safe place for your civilians to hide when real trouble comes.","[C:7:0:1]피난처[C:7:0:0][B]이제 주민들이 지상의 생물로부터 숨을 수 있는 지하 방이 있어야 합니다. 그들이 자유 시간을 그곳에서 보내도록 하려면 [C:5:0:1]구역[C:7:0:0] 메뉴를 사용하여 [C:3:0:0]만남의 장소[C:7:0:0]를 만들어야 합니다. 나중에 [C:5:0:1]활동 구역[C:7:0:0] 메뉴를 사용하여 실제 문제가 닥쳤을 때 민간인이 숨을 수 있는 안전한 장소를 만들 수도 있습니다.",
"[C:7:0:1]Labor[C:7:0:0][B]Some essential tasks must be assigned from the [C:5:0:1]Labor[C:7:0:0] menu. Click here and make sure you have a [C:2:0:0]Miner[C:7:0:0], [C:2:0:0]Woodcutter[C:7:0:0], and [C:2:0:0]Fisherdwarf[C:7:0:0]. [B]If you haven't suffered any casualties, you should have these labors assigned already. But if one of these brave workers falls, you'll need to assign somebody to these duties.","[C:7:0:1]노동[C:7:0:0][B]일부 필수 작업은 [C:5:0:1]노동[C:7:0:0] 메뉴에서 할당해야 합니다. 여기를 클릭하여 [C:2:0:0]광부[C:7:0:0], [C:2:0:0]벌목꾼[C:7:0:0], [C:2:0:0]낚시 드워프[C:7:0:0]가 있는지 확인하십시오. [B]사상자가 발생하지 않았다면 이미 이러한 노동이 할당되어 있을 것입니다. 하지만 용감한 일꾼 중 한 명이 쓰러지면 누군가를 이 임무에 배정해야 합니다.",
"[C:7:0:1]Drink[C:7:0:0][B]There are two ways to make drinks for your residents.[B]The main way is by brewing alcohol. This is done by building a [C:6:0:0]Still[C:7:0:0] from the [C:5:0:1]Build[C:7:0:0] menu using [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Still[C:7:0:0]. [B]Once the [C:6:0:0]Still[C:7:0:0] is constructed, click on it and add the task [C:3:0:1]Brew Drink from Plant (or fruit)[C:7:0:0].  If you have no suitable [C:6:0:1]Plants[C:7:0:0], you may try [C:5:0:1]Planting[C:7:0:0] or [C:5:0:1]Gathering[C:7:0:0]. The task also requires a [C:6:0:1]Barrel[C:7:0:0] from the [C:6:0:0]Carpenter's Workshop[C:7:0:0]. [B]If you survive until the caravan comes you may also trade for [C:6:0:1]Drinks[C:7:0:0] or [C:6:0:1]Plants[C:7:0:0] there.  The number of [C:6:0:1]Drink[C:7:0:0] rations can be seen at the top of the screen.[B]Absent alcohol and in warmer weather, you can designate a [C:3:0:0]Water Source[C:7:0:0] from the [C:5:0:1]Zones[C:7:0:0] menu at a river or pond, so that your residents have water to drink.  You'll want one of these anyway for other purposes, like cleaning and certain [C:6:0:0]Workshop[C:7:0:0] tasks.  You may find water underground.","[C:7:0:1]음료[C:7:0:0][B]주민들을 위해 음료를 만드는 두 가지 방법이 있습니다.[B]주된 방법은 술을 양조하는 것입니다. 이는 [C:5:0:1]건설[C:7:0:0] 메뉴에서 [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]농업[C:7:0:0] -> [C:5:0:1]양조장[C:7:0:0]을 사용하여 [C:6:0:0]양조장[C:7:0:0]을 건설하면 됩니다. [B][C:6:0:0]양조장[C:7:0:0]이 건설되면 클릭하고 [C:3:0:1]식물(또는 과일)로 음료 양조[C:7:0:0] 작업을 추가하십시오. 적합한 [C:6:0:1]식물[C:7:0:0]이 없다면 [C:5:0:1]농사[C:7:0:0]나 [C:5:0:1]채집[C:7:0:0]을 시도해 볼 수 있습니다. 이 작업에는 [C:6:0:0]목수 작업장[C:7:0:0]에서 만든 [C:6:0:1]통[C:7:0:0]도 필요합니다. [B]상단이 올 때까지 생존한다면 거기서 [C:6:0:1]음료[C:7:0:0]나 [C:6:0:1]식물[C:7:0:0]을 교역할 수도 있습니다. [C:6:0:1]음료[C:7:0:0] 배급량은 화면 상단에서 볼 수 있습니다.[B]술이 없고 날씨가 따뜻하다면, 강이나 연못에 [C:5:0:1]구역[C:7:0:0] 메뉴를 사용하여 [C:3:0:0]수원[C:7:0:0]을 지정하여 주민들이 물을 마실 수 있게 할 수 있습니다. 청소나 특정 [C:6:0:0]작업장[C:7:0:0] 작업과 같은 다른 목적을 위해서라도 수원은 필요할 것입니다. 지하에서 물을 찾을 수도 있습니다.",
"There's some food on the embark [C:6:0:0]Wagon[C:7:0:0], and you can trade for food, but you can also grow your own. [B]The [C:6:0:0]Wagon[C:7:0:0] comes with some [C:6:0:1]Seeds[C:7:0:0], but as you might expect, these crops must be grown underground![B]Using [C:5:0:1]Mining[C:7:0:0] orders, you'll need to carve out a rectangular area underground for your [C:6:0:0]Farmplot[C:7:0:0]. [B]The underground rectangle must be near the surface, where there is soil (loam, clay, or sand.) One level down should suffice, before you hit rock. The highest mountain elevations do not have soil. [B]Make sure to leave the ceiling above intact so the underground soil doesn't receive any sunlight.","정착 [C:6:0:0]마차[C:7:0:0]에 식량이 좀 있고 교역을 통해 식량을 얻을 수도 있지만, 직접 재배할 수도 있습니다. [B][C:6:0:0]마차[C:7:0:0]에는 [C:6:0:1]씨앗[C:7:0:0]이 함께 제공되지만, 예상하시다시피 이 작물들은 지하에서 재배해야 합니다![B][C:5:0:1]채굴[C:7:0:0] 명령을 사용하여 [C:6:0:0]농경지[C:7:0:0]를 위한 지하의 직사각형 구역을 파내야 합니다. [B]지하 직사각형은 토양(양토, 점토 또는 모래)이 있는 지표면 근처여야 합니다. 암석이 나오기 전, 한 층 아래 정도면 충분합니다. 가장 높은 산 고도에는 토양이 없습니다. [B]지하 토양에 햇빛이 들지 않도록 천장을 그대로 두십시오.",
"With a subterranean soil floor exposed, you can place an underground [C:6:0:0]Farmplot[C:7:0:0]. This isn't rich soil, but will suffice for now.  Dig deeper to find better soil. [B]Select [C:5:0:1]Farmplot[C:7:0:0] from the [C:5:0:1]Build[C:7:0:0] menu.  It's in [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Farmplot[C:7:0:0].  Place the [C:6:0:0]Farmplot[C:7:0:0] on the subterranean soil.","지하 토양 바닥이 드러나면 지하 [C:6:0:0]농경지[C:7:0:0]를 배치할 수 있습니다. 비옥한 토양은 아니지만 지금은 충분할 것입니다. 더 좋은 토양을 찾으려면 더 깊이 파십시오. [B][C:5:0:1]건설[C:7:0:0] 메뉴에서 [C:5:0:1]농경지[C:7:0:0]를 선택하십시오. [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]농업[C:7:0:0] -> [C:5:0:1]농경지[C:7:0:0]에 있습니다. 지하 토양 위에 [C:6:0:0]농경지[C:7:0:0]를 배치하십시오.",
"You need to select the crops to be grown each season. Click on the [C:6:0:0]Farmplot[C:7:0:0] you placed to pull up the [C:5:0:1]Farming[C:7:0:0] menu.[B][C:6:0:1]Plump Helmets[C:7:0:0] are edible and the default [C:6:0:0]Wagon[C:7:0:0] comes with [C:6:0:1]Plump Helmet Spawn[C:7:0:0], which are their ""seeds"".[B]Note that you can obtain aboveground [C:6:0:1]Seeds[C:7:0:0] from trade or by eating gathered [C:6:0:1]Plants[C:7:0:0], but aboveground farming exposes your [C:2:0:0]Planters[C:7:0:0] to dangers and the elements.","매 시즌 재배할 작물을 선택해야 합니다. 배치한 [C:6:0:0]농경지[C:7:0:0]를 클릭하여 [C:5:0:1]농업[C:7:0:0] 메뉴를 불러오십시오.[B][C:6:0:1]통통한 투구 버섯(Plump Helmets)[C:7:0:0]은 식용 가능하며 기본 [C:6:0:0]마차[C:7:0:0]에는 그 ""씨앗""인 [C:6:0:1]투구 버섯 종균[C:7:0:0]이 함께 제공됩니다.[B]교역이나 채집한 [C:6:0:1]식물[C:7:0:0]을 먹어서 지상 작물 [C:6:0:1]씨앗[C:7:0:0]을 얻을 수 있지만, 지상 농사는 [C:2:0:0]경작자[C:7:0:0]를 위험과 악천후에 노출시킵니다.",
"Now your [C:2:0:0]Planters[C:7:0:0], those that can access both the [C:6:0:0]Farmplot[C:7:0:0] and the [C:6:0:1]Spawn[C:7:0:0], will plant the field, and after a period of growth, they'll be harvested. [B]If you'd like to focus a few of your citizens on farming, which gives skill benefits, you can assign them to the [C:2:0:0]Planters[C:7:0:0] work detail from the [C:5:0:1]Labor[C:7:0:0] menu. [B][C:6:0:1]Fertilizer[C:7:0:0] and skilled [C:2:0:0]Planters[C:7:0:0] have a direct impact on crop yield. These effects are more pronounced deep underground where you can locate the cavern biome and its rich soil.[B][C:6:0:1]Potash[C:7:0:0] is the fertilizer of choice, and it can be created in the [C:6:0:0]Ashery[C:7:0:0], using [C:6:0:1]Ash[C:7:0:0] from [C:6:0:1]Wood[C:7:0:0] burned in a [C:6:0:0]Wood Furnace[C:7:0:0].  A [C:3:0:0]Water Source[C:7:0:0] zone and a [C:6:0:1]Bucket[C:7:0:0] are also required. [C:6:0:1]Fertilizer[C:7:0:0] is not needed to farm.","이제 [C:6:0:0]농경지[C:7:0:0]와 [C:6:0:1]종균[C:7:0:0] 모두에 접근할 수 있는 [C:2:0:0]경작자[C:7:0:0]들이 밭에 심을 것이며, 성장 기간이 지나면 수확할 것입니다. [B]기술 혜택을 제공하는 농사에 몇 명의 시민을 집중시키고 싶다면 [C:5:0:1]노동[C:7:0:0] 메뉴에서 [C:2:0:0]경작자[C:7:0:0] 작업 세부 사항에 배정할 수 있습니다. [B][C:6:0:1]비료[C:7:0:0]와 숙련된 [C:2:0:0]경작자[C:7:0:0]는 작물 수확량에 직접적인 영향을 미칩니다. 이러한 효과는 동굴 생물 군계와 비옥한 토양을 찾을 수 있는 지하 깊은 곳에서 더 두드러집니다.[B][C:6:0:1]칼륨(Potash)[C:7:0:0]이 비료로 사용되며, [C:6:0:0]목재 용광로[C:7:0:0]에서 [C:6:0:1]나무[C:7:0:0]를 태워 얻은 [C:6:0:1]재[C:7:0:0]를 사용하여 [C:6:0:0]제회소(Ashery)[C:7:0:0]에서 만들 수 있습니다. [C:3:0:0]수원[C:7:0:0] 구역과 [C:6:0:1]양동이[C:7:0:0]도 필요합니다. [C:6:0:1]비료[C:7:0:0]는 농사에 필수가 아닙니다.",
"[C:7:0:1]Fishing[C:7:0:0][B]If there is a river or pond nearby you may consider fishing.  If the water isn't frozen, a worker with the fishing labor assigned will begin fishing automatically.[B]You can optionally choose to designate a [C:3:0:0]Fishing[C:7:0:0] zone if you don't want your workers going far afield.[B]Remember, your workers do not eat raw fish!  You must build a [C:6:0:0]Fishery[C:7:0:0] to prepare them. Do this by selecting [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Fishery[C:7:0:0].","[C:7:0:1]낚시[C:7:0:0][B]근처에 강이나 연못이 있다면 낚시를 고려해 볼 수 있습니다. 물이 얼지 않았다면 낚시 노동이 할당된 일꾼이 자동으로 낚시를 시작합니다.[B]일꾼들이 멀리 나가는 것을 원치 않는다면 선택적으로 [C:3:0:0]낚시[C:7:0:0] 구역을 지정할 수 있습니다.[B]기억하십시오, 일꾼들은 날생선을 먹지 않습니다! 생선을 손질하려면 [C:6:0:0]어업장[C:7:0:0]을 건설해야 합니다. [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]농업[C:7:0:0] -> [C:5:0:1]어업장[C:7:0:0]을 선택하여 건설하십시오.",
"[C:7:0:1]Gathering[C:7:0:0][B]It is possible to survive by gathering plants outside.  Do this by selecting the [C:5:0:1]Gathering[C:7:0:0] order. Then draw a rectangle over the bushes you wish to search.","[C:7:0:1]채집[C:7:0:0][B]야외에서 식물을 채집하여 생존할 수 있습니다. [C:5:0:1]채집[C:7:0:0] 명령을 선택하여 수행하십시오. 그런 다음 탐색하려는 덤불 위에 직사각형을 그리십시오.",
"[C:7:0:1]Butchering[C:7:0:0][B][C:6:0:1]Meat[C:7:0:0] from [C:2:0:0]Livestock[C:7:0:0] you slaughter is a source of food. [B]To slaughter an [C:2:0:0]Animal[C:7:0:0] you must first build a [C:6:0:0]Butcher's Shop[C:7:0:0]. Do this by selecting the building in [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Butcher[C:7:0:0]. [B]Once the shop is built, open the [C:5:0:1]Creatures[C:7:0:0] info menu.  From there select the [C:5:0:1]Pets/Livestock[C:7:0:0] tab. There you can select which [C:2:0:0]Animals[C:7:0:0] to slaughter.  You may need to minimize the tutorial to see the [C:5:0:1]Slaughter[C:7:0:0] buttons.[B]Note that some [C:2:0:0]Livestock[C:7:0:0] must eat vegetation to survive. To keep them alive use the [C:3:0:0]Pen/Pasture[C:7:0:0] zone from the [C:5:0:1]Zones[C:7:0:0] menu to select a section of grass and click the add button to assign the [C:2:0:0]Animals[C:7:0:0].","[C:7:0:1]도축[C:7:0:0][B]도축한 [C:2:0:0]가축[C:7:0:0]에서 나온 [C:6:0:1]고기[C:7:0:0]는 식량원입니다. [B][C:2:0:0]동물[C:7:0:0]을 도축하려면 먼저 [C:6:0:0]푸줏간[C:7:0:0]을 지어야 합니다. [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]농업[C:7:0:0] -> [C:5:0:1]푸줏간[C:7:0:0]에서 건물을 선택하여 건설하십시오. [B]작업장이 지어지면 [C:5:0:1]생물[C:7:0:0] 정보 메뉴를 여십시오. 거기서 [C:5:0:1]애완동물/가축[C:7:0:0] 탭을 선택하십시오. 거기서 도축할 [C:2:0:0]동물[C:7:0:0]을 선택할 수 있습니다. [C:5:0:1]도축[C:7:0:0] 버튼을 보려면 튜토리얼을 최소화해야 할 수도 있습니다.[B]일부 [C:2:0:0]가축[C:7:0:0]은 생존을 위해 초목을 먹어야 합니다. 동물을 살려두려면 [C:5:0:1]구역[C:7:0:0] 메뉴에서 [C:3:0:0]우리/방목장[C:7:0:0] 구역을 사용하여 풀밭을 선택하고 추가 버튼을 클릭하여 [C:2:0:0]동물[C:7:0:0]을 할당하십시오.",
"If you find that your stockpiles are filling up too fast, you can create room by building [C:6:0:1]Bins[C:7:0:0], [C:6:0:1]Barrels[C:7:0:0], and [C:6:0:1]Bags[C:7:0:0].  [C:6:0:1]Barrels[C:7:0:0] are used to store [C:6:0:1]Food[C:7:0:0].  [C:6:0:1]Bags[C:7:0:0] are used to store [C:6:0:1]Seeds[C:7:0:0] (and some other things like [C:6:0:1]Sand[C:7:0:0]).  [C:6:0:1]Bins[C:7:0:0] hold just about everything else except [C:6:0:1]Furniture[C:7:0:0], [C:6:0:1]Wood[C:7:0:0] and [C:6:0:1]Boulders[C:7:0:0]. [B]The [C:6:0:0]Carpenter's Workshop[C:7:0:0] is the best place to make lightweight [C:6:0:1]Bins[C:7:0:0] and [C:6:0:1]Barrels[C:7:0:0], but they can also be made at the [C:6:0:0]Stoneworker's Shop[C:7:0:0] and the [C:6:0:0]Metalsmith's Forge[C:7:0:0].  [C:6:0:1]Bags[C:7:0:0] are created at the [C:6:0:0]Clothier's Shop[C:7:0:0] or the [C:6:0:0]Leatherworks[C:7:0:0].","저장 구역이 너무 빨리 차는 것 같으면 [C:6:0:1]보관함[C:7:0:0], [C:6:0:1]통[C:7:0:0], [C:6:0:1]가방[C:7:0:0]을 만들어 공간을 확보할 수 있습니다. [C:6:0:1]통[C:7:0:0]은 [C:6:0:1]식량[C:7:0:0]을 저장하는 데 사용됩니다. [C:6:0:1]가방[C:7:0:0]은 [C:6:0:1]씨앗[C:7:0:0](그리고 [C:6:0:1]모래[C:7:0:0] 같은 것들)을 저장하는 데 사용됩니다. [C:6:0:1]보관함[C:7:0:0]은 [C:6:0:1]가구[C:7:0:0], [C:6:0:1]나무[C:7:0:0], [C:6:0:1]돌덩이[C:7:0:0]를 제외한 거의 모든 것을 담을 수 있습니다. [B][C:6:0:0]목수 작업장[C:7:0:0]은 가벼운 [C:6:0:1]보관함[C:7:0:0]과 [C:6:0:1]통[C:7:0:0]을 만들기에 가장 좋은 곳이지만, [C:6:0:0]석공 작업장[C:7:0:0]과 [C:6:0:0]대장간[C:7:0:0]에서도 만들 수 있습니다. [C:6:0:1]가방[C:7:0:0]은 [C:6:0:0]옷 제작소[C:7:0:0]나 [C:6:0:0]가죽 작업장[C:7:0:0]에서 만듭니다.",
"When the caravan arrives at the [C:6:0:0]Trade Depot[C:7:0:0], you must click on the depot and select [C:5:0:1]""Bring Goods to Depot""[C:7:0:0]. Here you can select which goods you wish to trade.  After everyone has brought their goods you can select [C:5:0:1]""Trade""[C:7:0:0].  Don't worry if you have no [C:5:0:0]Broker[C:7:0:0], just select [C:5:0:1]""Anyone can Trade""[C:7:0:0].  You cannot trade until your [C:5:0:0]Broker[C:7:0:0] or another resident arrives at the depot.[B]When trading you select which goods you want from the list on the left, and which goods of yours to trade from the list on the right.  Then hit [C:5:0:1]""Trade""[C:7:0:0].  The trader will accept if the deal is fair and they can carry away the weight of the things you are selling.[B]Note that if you have a [C:5:0:0]Broker[C:7:0:0] the value of each good with be shown if their skill is high enough.","상단이 [C:6:0:0]교역소[C:7:0:0]에 도착하면 교역소를 클릭하고 [C:5:0:1]""교역소로 물품 가져오기""[C:7:0:0]를 선택해야 합니다. 여기에서 교역할 물품을 선택할 수 있습니다. 모두가 물품을 가져오면 [C:5:0:1]""교역""[C:7:0:0]을 선택할 수 있습니다. [C:5:0:0]중개인[C:7:0:0]이 없어도 걱정하지 말고 [C:5:0:1]""누구나 교역 가능""[C:7:0:0]을 선택하십시오. [C:5:0:0]중개인[C:7:0:0]이나 다른 주민이 교역소에 도착할 때까지 교역할 수 없습니다.[B]교역할 때 왼쪽 목록에서 원하는 물품을 선택하고 오른쪽 목록에서 교역할 물품을 선택하십시오. 그런 다음 [C:5:0:1]""교역""[C:7:0:0]을 누르십시오. 거래가 공정하고 판매하는 물건의 무게를 감당할 수 있다면 상인이 수락할 것입니다.[B][C:5:0:0]중개인[C:7:0:0]이 있고 기술이 충분히 높으면 각 상품의 가치가 표시됩니다.",
"In order for some functions to be used, like work orders or bookkeeping, [C:5:0:0]Administrators[C:7:0:0] must be assigned. To do this select the [C:5:0:1]Nobles and administrators[C:7:0:0] menu and click the add button to assign somebody. [B]Some [C:5:0:0]Administrators[C:7:0:0] will require [C:3:0:0]Offices[C:7:0:0] to perform their work. You can create these with [C:5:0:1]Zones[C:7:0:0] -> [C:5:0:1]Office[C:7:0:0]. The [C:3:0:0]Zone[C:7:0:0] you select must contain a [C:6:0:0]Chair[C:7:0:0], or you can paint a [C:3:0:0]Zone[C:7:0:0] and place a [C:6:0:0]Chair[C:7:0:0] later. Remember to assign the [C:5:0:0]Administrator[C:7:0:0] to the [C:3:0:0]Office[C:7:0:0].[B]Other nobles may appear or be assigned as the game progresses.  Use the [C:5:0:1]Nobles and administrators[C:7:0:0] menu to check their wants and needs.","작업 명령이나 회계와 같은 일부 기능을 사용하려면 [C:5:0:0]관리자[C:7:0:0]를 지정해야 합니다. 이를 위해 [C:5:0:1]귀족 및 관리자[C:7:0:0] 메뉴를 선택하고 추가 버튼을 클릭하여 누군가를 지정하십시오. [B]일부 [C:5:0:0]관리자[C:7:0:0]는 업무를 수행하기 위해 [C:3:0:0]사무실[C:7:0:0]이 필요합니다. [C:5:0:1]구역[C:7:0:0] -> [C:5:0:1]사무실[C:7:0:0]로 만들 수 있습니다. 선택한 [C:3:0:0]구역[C:7:0:0]에는 [C:6:0:0]의자[C:7:0:0]가 있어야 하며, [C:3:0:0]구역[C:7:0:0]을 설정한 후 나중에 [C:6:0:0]의자[C:7:0:0]를 배치할 수도 있습니다. [C:5:0:0]관리자[C:7:0:0]를 [C:3:0:0]사무실[C:7:0:0]에 배정하는 것을 잊지 마십시오.[B]게임이 진행됨에 따라 다른 귀족이 나타나거나 임명될 수 있습니다. [C:5:0:1]귀족 및 관리자[C:7:0:0] 메뉴를 사용하여 그들의 요구 사항을 확인하십시오.",
