text,translation,tags
"visibility tags set ","금지 및 가시성 태그는",
"here affect the whole ","전체에 영향을 미칩니다",
"semi-permanent part of ","건물과 분리할 수 있는",
"the building, like an ","부분으로, 전시된",
"item on display.","물품과 같습니다.",
"This item is tagged by ","이 물품은 작업에 동원되어 ",
"a task and will not be ","다른 작업에는 ",
"used by other tasks.","사용할 수 없습니다.",

"This item is part of ","이 아이템은",
"the assigned squad ","할당된 분대 장비의 ",
"equipment.","일부입니다.",
"the creature's regular ","생명체의 평상복의",
"clothing.","일부입니다.",

"Leave menu and recenter ","메뉴를 닫고 아이템 위치로 ",
"the view on the time.","화면 중앙을 이동합니다.",
"Leave menu and open the ","메뉴를 나가고 ",
"item's sheet.","아이템 정보창을 엽니다.",
"View this item's sheet.","이 물품의 정보창을 봅니다.",
"Toggle the forbidden ","물품의 금지 상태를 ",
"status of the item.  ","전환합니다.",
"Citizens will not use ","시민들은 금지된 ",
"forbidden items or ","물품이나 건물을 ",
"buildings.","사용하지 않습니다.",
"buildings.  If a ","사용하지 않습니다. 만약 ",
"permanent building item ","일체화된 건물 물품이 ",
"is forbidden, citizens ","금지되면, 시민들은 ",
"will not perform tasks ","그곳에서 작업을 ",
"there!","수행하지 않습니다!",

"Toggle the dump status ","물품의 버리기 상태를 ",
"of the item.  Items are ","전환합니다. 물품은 ",
"dumped in dumping zones.","쓰레기 구역에 버려집니다.",
"Toggle the melt status ","물품의 녹이기 상태를 ",
"melted at any smelter.","제련소에서 용해됩니다.",

"Toggle the visibility ","물품의 표시 여부를 ",
"of the item.  Hidden ","전환합니다. 숨겨진 물품은 ",
"items cannot be seen ","화면에는 보이지 않지만 ",
"but citizens will still ","시민들은 계속 ",
"use them.","사용할 수 있습니다.",
"use them.  If a ","사용할 수 있습니다. 만약",
"permanent building item ","일체화된 건물에 속한 물품이 ",
"is invisible, the ","숨겨지면, 그 건물 역시 ",
"building will be too!","보이지 않게 됩니다!",

"Select a stockpile to","연결할 저장구역을 선택합니다.",
"Choose a stockpile to ","물품을 보낼 ",
"which the workshop will ","저장구역을 ",
"give items.","선택합니다.",
"Choose a stockpile from ","물품을 가져올 ",
"take items.","선택합니다.",
"which the selected ","저장구역을 ", 
"stockpile will give ","선택하십시오. ",
"stockpile will take ","선택하십시오. ",

"Select a stockpile or","연결할 저장구역 또는",
"workshop to ","작업장을 선택합니다",
"take from","(가져올)",
"give to","(보낼)",


"Set the camera to ","카메라가",
"follow this creature.","이 생명체를 따라다닙니다.",
"follow this item.","이 물품에 고정됩니다.",
"Send this creature to a ","이 생명체를 연결된 거점으로",
"linked site, or expel ","보내거나, 완전히",
"this creature entirely.","추방합니다.",
"Customize this ","이 생명체의",
"creature's nickname and ","닉네임과 직업명을",
"profession nickname.","수정합니다.",
"See this creature's ","이 생명체의 전투 기록을",
"combat history.","봅니다.",

"This task has been ","이 작업은 할당되었으며 ",
"assigned and is active.","현재 활성 상태입니다.",
"This task came from a ","이 작업은 (작업 명령)에서 ",
"work order.","생성되었습니다.",
"Click to set this task ","클릭하여 이 작업을 ",
"as highest priority ","모든 곳에서 최우선 순위로 ",
"among all tasks ","설정합니다.",
"everywhere."," ",
"This task is set to ","이 작업은 무한히 ",
"repeat indefinitely.","반복하도록 설정되었습니다.",
"to repeat indefinitely.","반복하도록 설정합니다.",
"This task is highest ","이 작업은 모든 곳의 ",
"priority among all ","모든 작업 중 ",
"tasks everywhere.","최우선 순위입니다.",
"Increase the priority ","이 작업장의 ",
"of the task in this ","작업 우선순위를 높입니다.",

"Set details for this ","사용할 재료 등 ",
"task, such as the ","이 작업의 세부 사항을 ",
"material to be used.","설정합니다.",
"Click to suspend the ","클릭하여 작업을 일시 중단합니다.",
"task.  Assigned workers ","할당된 일꾼이 중단된 작업에서 ",
"are removed from ","제거됩니다.",
"suspended tasks.","",
"Cancel this task.","이 작업을 취소합니다.",

"Leave this menu and ","이 메뉴를 닫고 ",
"recenter on this ","이 생명체에게 ",
"creature.","화면을 맞춥니다.",
"view this creature's ","이 생명체의 정보창을 ",
"sheet.","봅니다.",
"recenter on this object.","이 물품에 화면을 맞춥니다.",
"recenter on this place.","이 장소에 화면을 맞춥니다.",
"view this object's ","이 물품의 정보창을 ",
"view this place's sheet ","이 장소의 정보창이나 ",
"or menu.","메뉴를 봅니다.",
"Create a new work order ","이 작업장에 대한 ",
"for this workshop.  ","새 작업 명령을 생성합니다. ",
"Work orders are tasks ","작업 명령은 작업을 ",
"that can repeat ","지정된 횟수만큼 반복하거나 ",
"specified numbers of ","시작 조건을 설정할 수 있는 ",
"times and which can be ","기능입니다. ",
"given start conditions. ","",
"This is useful for ","이 기능은 자동화에 ",
"automation.","유용합니다.",

"This worker is not ","이 일꾼은 ",
"specialized and will do ","전문화되지 않았으며 ",
"any free tasks that ","수행 가능한 모든 작업을 ",
"become available.  ","할 것입니다. ",
"Click to toggle.","클릭하여 설정을 전환합니다.",
"This worker is ","이 일꾼은 ",
"specialized and will ","전문화되었으며 ",
"only do tasks that ","오직 작업장 배정, ",
"match their workshop ","작업 세부 사항, ",
"assignments, work ","직업에 맞는 작업만 ",
"details, and ","수행할 것입니다. ",
"occupations.  Click to ","클릭하여 설정을 ",
"toggle.","전환합니다.",

"creature will receive ","훈련에 동원합니다.",
"war training.  War ","전쟁 훈련을 받은 ",
"animals have more ","전투 동물은 더 치명적인",
"lethal attacks.","공격을 가합니다.",

"hunting training. ","사냥 훈련을 받은 ",
"Hunting animals can ","사냥 동물은 사냥 중 ",
"move stealthily ","더 은밀하게 ",
"during hunts.","이동할 수 있습니다.",

"This creature is ","이 생명체는 ",
"assigned to a work ","작업 세부 사항에 ",
"detail.","배정되어 있습니다.",

"Toggle whether this ","이 생명체를 ",
"creature will be ","기회가 생겼을 때 ",
"slaughtered at a ","도축 작업장에서 ",
"butcher's shop when the ","도축할지 여부를 ",
"opportunity arises.","전환합니다.",
"Toggle whether this ","이 생명체를 ",
"creature is available ","관심 있는 시민이나 ",
"as a pet for any ","거주자가 애완동물로 ",
"interested citizen or ","입양할 수 있는지 여부를 ",
"resident.","전환합니다.",
"Toggle whether this ","이 생명체를 ",
"creature will be gelded ","기회가 생겼을 때 ",
"at a farmer's workshop ","농부 작업장에서 ",
"when the opportunity ","거세할지 여부를 ",
"arises.","전환합니다.",

"This type is allowed to ","이 종류는 요리에 ",
"be cooked.","사용할 수 있습니다.",
"This type is not ","이 종류는 양조에 ",
"relevant to brewing.","관련이 없습니다.",
"Change the number of ","작업이 수행될 ",
"times the task will be ","횟수를 ",
"performed.","변경합니다.",
"Change the work order ","작업 명령 우선순위를 ",
"priority.  Work orders ","변경합니다. 목록 상단의 ",
"at the top of the list ","작업 명령가 작업장을 ",
"will use workshops ","먼저 사용할 것입니다.",
"first.","",
"Set the conditions for ","필요한 재료, ",
"work order activation.  ","현재 제품 재고, 또는 ",
"This can involve needed ","다른 작업 명령의 완료 여부와 같은 ",
"materials, the current ","작업 명령 활성화 조건을 ",
"stock of products, or ","설정합니다.",
"the completion of other "," ",
"work orders."," ",
"Set the material used ","이 작업에 사용될 재료나 ",
"or other details of the ","기타 세부 사항을 ",
"task.","설정합니다.",
"Remove this work order.","이 작업 명령을 제거합니다.",
"This work order has ","이 작업 명령은 ",
"been validated by the ","관리자에 의해 ",
"manager.","승인되었습니다.",
"Create a new work ","새 작업 명령을 생성합니다. ",
"order.  Work orders are ","작업 명령은 ",
"like workshop jobs but ","작업장 일감과 유사하지만 ",
"they are assigned to ","작업장에 자동으로 ",
"shops automatically and ","할당되며 ",
"can be activated with ","다양한 조건으로 ",
"various conditions.","활성화될 수 있습니다.",

"This work order is ","이 작업 명령은 ",
"checking its conditions ","활성 조건을 ",
"for activation.","확인 중에 있습니다.",
"active.","활성 상태입니다.",

"All work orders must be validated","모든 작업 명령은 활성화되기 전에 ",
"by the manager before they become","관리자의 승인을 받아야",

"waiting for its next ","다음 예약된 확인 절차를 ",
"scheduled check.","기다리는 중입니다.",

"Set tree chopping ","나무 벌목 명령을 설정합니다.",
"orders.","",
"Set plant gathering ","식물 채집 명령을 설정합니다.",
"Set wall smoothing, ","벽 다듬기, 조각, 궤도 깎기,",
"engraving, track ","그리고 총안구 깎기 명령을",
"carving, and ","설정합니다.",
"fortification orders.","",
"Hotkey: ","단축키: ",
"Remove mining, ","채굴, 벌목, 식물 채집 및",
"woodcutting, plant ","다듬기 명령을 취소합니다.",
"gathering, and ","",
"smoothing orders.","",
"Place structures and ","건축 자재가 필요한 구조물과",
"work areas that require ","작업장을 배치합니다.",
"construction materials.","",
"Place stockpiles for ","물품 보관을 위한 저장구역을",
"item storage.","배치합니다.",
"Place zones to ","만남의 장소, 방목지 등을",
"establish meeting ","설정하기 위해 구역을",
"areas, pastures, and ","배치합니다.",
"more.","",
"Establish burrows to ","거대한 요새에서 작업과 생활",
"organize work and ","공간을 체계화하기 위해",
"living spaces in larger ","활동구역을 설정합니다.",
"fortresses.","",
"Set hauling routes for ","광산 수레의 운송 경로를",
"minecarts.","설정합니다.",
"Set high and low ","이동 우선순위가 높거나 낮은",
"traffic areas.","구역을 설정합니다.",
"Designate items for ","물품 폐기 및 용해를 지정하고,",
"dumping and melting, ","사용 금지된 물품/건물을",
"claim forbidden items ","사용 가능하게 하거나, 금지",
"and buildings, and set ","된 물품의 가시성을 설정합니다.",
"item visibility.","",

"Link a stockpile to ","이 정류장에 비축 구역을 ",
"this stop.  Citizens ","연결하십시오. 시민들이 ",
"will haul items to and ","사용자가 지정한 대로 물품을 ",
"from the minecart as ","광산 수레로 운반하거나 ",
"you specify.  Items for ","가져옵니다. 수레에 실을 물품은 ",
"the minecart must be ","반드시 왼쪽의 '원하는 물품' ",
"specified using the ","버튼을 사용하여 ",
"desired items button to ","미리 지정해야 ",
"the left.","합니다.",

"Most tasks in the ","요새의 대부분의 작업은 작업장",
"fortress are started ","에서 시작되고 완료됩니다.",
"and completed at ","작업에는 일반적으로 원자재가",
"workshops.  Tasks ","필요하며 대부분의 작업장은",
"generally require raw ","돌덩이, 블록 또는 나무로",
"materials and most ","건설됩니다.",
"workshops are ","작업장은 돌덩이, 블록, ",
"constructed from ","또는 목재를 사용하여 ",
"boulders, blocks, or ","건설할 수 ",
"wood.","있습니다.",
"Open the nobles and ","귀족 및 관리자 메뉴를 엽니다.",
"administrators menu.","",
"Open the work orders ","작업 명령 메뉴를 엽니다.",
"menu.","",
"Open the place ","장소 정보 메뉴를 엽니다.",
"information menu.","",
"Open the task ","임무 정보 메뉴를 엽니다.",
"Open the citizen ","시민 정보 메뉴를 엽니다.",
"Open the labor menu.","노동 메뉴를 엽니다.",
"Open the objects menu.","물품 메뉴를 엽니다.",
"Open the justice menu.","사법 메뉴를 엽니다.",


"Open the world screen.","세계 지도를 엽니다.",
"Set digging orders.","채굴 명령을 설정합니다.",
"Dig a regular hallway ","일반 복도나 방을 팝니다.",
"or room.  Assign a ","필요한 경우 노동 세부 정보에서",
"miner to the work ","광부를 지정하십시오.",
"detail if necessary.  ","",
"The miner requires a ","광부에게는 곡괭이가 필요합니다.",
"pick.","",
"Dig a stairwell on this ","이 층에서 위나 아래로 향하는",
"level, going up or ","계단 통로를 팝니다.",
"down.  Your selection ","선택 영역은 여러 고도에 걸쳐",
"must span multiple ","있어야 합니다. 타일을 클릭하고",
"elevations.  Click on a ","고도를 변경한 다음 다시 클릭",
"tile, change ","하십시오.",
"elevations, and click ","",
"again.","",
"Dig a ramp on this ","이 층에서 위로 향하는 경사로를",
"level, going up.","팝니다.",
"Dig a channel, making a ","땅을 파서 아래층으로 경사로를",
"ramp on the level below.","만듭니다.",
"Designate constructed ","광부가 건설된 벽, 바닥 및 기타",
"walls, floors, and ","건설된 타일을 제거하도록",
"other constructed tiles ","지정합니다. 이는 모든 계단",
"to be removed by ","통로와 경사로도 지정합니다.",
"miners.  This also ","",
"designates all ","",
"stairwells and ramps.","",
"Left click to choose ","왼쪽 클릭으로 직사각형의 모서리",
"corners of a rectangle.","를 선택합니다.",
"Hold left button to ","왼쪽 버튼을 누른 채로 그립니다.",
"draw.","",
"Dig only ore and gems ","선택한 광석과 보석만 채굴하고,",
"selected, and automine ","드러난 동일한 유형의 광석과",
"any ore and gems of the ","보석을 자동으로 채굴합니다.",
"same type which are ","",
"uncovered.","",
"Dig only ore and gems ","선택한 광석과 보석만 채굴합니다.",
"selected","",
"Selected tiles are very ","",
"high priority.","선택된 타일은 매우 높은 우선순위입니다.",
"low priority.","선택된 타일은 낮은 우선순위입니다.",
"Selected tiles are high ","선택된 타일은 높은 우선순위입니다.",
"Selected tiles are low ","선택된 타일은 낮은 우선순위입니다.",
"priority.","",
"Selected tiles are ","",
"high-medium priority.","선택된 타일은 중상 우선순위입니다.",
"medium priority. ","선택된 타일은 중간 우선순위입니다.",
"medium-low priority.","선택된 타일은 중하 우선순위입니다.",
"[DEFAULT]","[기본값]",
"Change to ","청사진 전용 모드로 변경합니다.",
"blueprint-only mode.","",
"Change to standard dig ","표준 채굴 모드로 변경합니다.",
"mode.","",
"Change blueprints to ","청사진을 표준 선택으로 변경합니다.",
"standard selections.","",
"Change standard ","표준 선택을 청사진으로 변경합니다.",
"selections to ","",
"blueprints.","",
"Finish setting dig ","채굴 설정 완료",

"Finish setting tree ","나무 벌목 명령 설정 완료",
"chopping orders.","",
"orders.  Select the ","벌목꾼이 닿을 수 있도록 나무의",
"base of the tree so ","밑동을 선택하십시오.",
"that the woodcutter can ","필요한 경우 노동 세부 정보에서",
"reach it.  Assign a ","벌목꾼을 지정하십시오.",
"woodcutter to the work ","",
"The woodcutter requires ","벌목꾼에게는 도끼가 필요합니다.",
"an axe.","",

"Finish setting plant ","식물 채집 명령 설정 완료",
"gathering orders.","",
"Finish setting wall ","벽 명령 설정 완료",
"Smooth a rough wall to ","거친 벽을 매끄럽게 다듬어",
"make it more pleasing ","시민들을 기쁘게 합니다. 이는",
"to your citizens.  This ","또한 벽에 조각을 하거나 총안구",
"also prepares the wall ","를 만들 준비를 합니다.",
"for engraving or ","",
"fortification.","",
"Engrave artwork into a ","매끄러운 벽에 예술 작품을",
"smooth wall.","조각합니다.",
"Carve a track in a ","돌 바닥에 궤도를 깎습니다.",
"stone floor.  Tracks ","궤도는 운반 메뉴에서 경로가",
"are used by minecarts ","설정된 광산 수레에 사용됩니다.",
"with routes set in the ","",
"hauling menu.","",
"Carve a gap in a smooth ","매끄러운 벽에 틈을 깎아",
"wall to allow your ","궁수들이 침입자에게 사격할 수",
"archers to fire upon ","있도록 합니다.",
"invaders.","",
"Finish removing mining ","채굴 등 명령 제거 완료",
"etc. orders.","",
"Finish placing ","",
"structures.","구조물 배치 완료",
"These workshops are ","이 작업장들은 염색 및 직조,",
"used in the ","또는 무두질한 가죽 사용 여부와",
"clothesmaking process, ","상관없이 의류 제작 과정에",
"whether dyeing and ","사용됩니다.",
"weaving or using tanned ","",
"hides.","",
"Use leather tanned at ","여기서 무두장이 작업장에서",
"the tanner's shop here ","무두질한 가죽을 사용하여 가방",
"to make clothing and ","및 물주머니와 같은 의류 및",
"tools, such as bags and ","도구를 만듭니다.",
"waterskins.","",
"Here you can turn ","여기서 실을 천으로 만들 수",
"thread into cloth, ","있습니다. 농부 작업장의 실이든",
"whether it is thread ","지하에서 채집한 거미줄이든",
"from the farmer's ","상관없습니다.",
"workshop or spider silk ","",
"gathered underground.","",
"Make cloth into ","여기서 천을 가방 및 로프와",
"clothing and tools ","같은 의류 및 도구로 만듭니다.",
"here, such as bags and ","",
"ropes.","",
"Use dyes here to color ","여기서 염료를 사용하여 실과",
"thread and cloth.  ","천을 염색합니다. 건설하려면",
"Requires a barrel and ","통과 양동이가 필요합니다.",
"bucket for construction.","",
"A wide variety of ","다양한 식음료 관련 작업장을",
"food-and-drink-related ","이 카테고리에서 찾을 수 있습",
"workshops can be found ","니다.",
"in this category.","",
"Plant crops at the ","농경지에 작물을 심으십시오.",
"farmplot.  You will ","씨앗이나 포자가 필요하며 계절",
"need seeds or spawn and ","별로 작물을 선택해야 합니다.",
"must select crops by ","작물은 칼륨으로 비료를 줄 수",
"season.  Crops can be ","있습니다. 지하 깊은 곳일수록",
"fertilized with potash. ","토양이 더 비옥합니다.",
"Soil is richer deeper ","",
"underground.","",
"Brew alcohol from ","식물, 과일 또는 꿀로 술을",
"plants, fruit, or honey.","양조합니다.",
"Slaughter livestock ","여기서 가축을 도축하여 고기,",
"here in order to obtain ","가죽, 뼈 및 기타 동물성 생산물",
"meat, hides, bones, and ","을 얻습니다.",
"other animal products.","",
"Make leather from ","여기서 동물 가죽으로 가죽을",
"animal hides here.  You ","만듭니다. 석회유와 가죽을 사용",
"can also make parchment ","하여 양피지를 만들 수도 있습니",
"using milk of lime and ","다.",
"a hide.","",
"Process raw fish into ","여기서 날생선을 식용 가능한",
"edible food here.  Raw ","음식으로 가공합니다. 날생선은",
"fish will not be eaten.","먹지 않습니다.",
"Cook meals here.  You ","여기서 요리를 합니다. 지방을",
"can also render fat ","녹여 우지로 만들",
"into tallow.","수도 있습니다.",
"Process plants and work ","여기서 식물을 가공하고 가축을",
"with livestock here.  ","다룹니다. 젖을 짜고 털을 깎고,",
"Milk and shear animals, ","치즈를 만들고 실을 잣습니다.",
"make cheese, and spin ","",
"thread.","",
"Make sugar, flour, and ","여기서 설탕, 밀가루 및 다양한",
"various useful slurries ","유용한 반죽을 만듭니다.",
"here.  Tasks are "," 동력맷돌에 비해 작업",
"completed very slowly ","완료 속도가 매우 느립니다.",
"compared to the powered ","",
"millstone.","",
"Capture and train small ","여기서 작은 동물을 포획하고",
"animals here.  Requires ","훈련합니다. 동물 덫이 필요합니다.",
"animal traps.","",
"When placed, a female ","설치하면, 이용 가능한 암컷 새가",
"bird will claim the box ","상자를 차지하고 알을 낳기 시작",
"and start laying eggs, ","합니다.",
"if one is available.","",
"Keep a colony of ","벌통에 곤충 군체를 유지하십시",
"insects at your hives.  ","오. 벌통을 설치한 후 야생 군체",
"A wild colony must be ","를 채집하거나 기존 벌통 군체에",
"collected after the ","서 분봉할 수 있습니다.",
"hive is placed, or a ","",
"colony can be split ","",
"from an existing hive ","",
"colony.","",
"Furnaces are used for ","화로는 제련, 유리 제조, 도예,",
"smelting, glassmaking, ","재 제조 또는 나무나 원탄으로",
"pottery, ashmaking, or ","연료를 만드는 데 사용됩니다.",
"to make fuel from wood ","화로가 작동하려면 연료가 필요",
"or raw coal.  Furnaces ","하거나 마그마 위에 설치할 수",
"require fuel to ","있습니다.",
"function, or they can ","",
"be set above magma.","",
"Bake clay objects here, ","여기서 점토 물건과 기타 유용한",
"as well as a few other ","재료를 굽습니다. 점토 수집 구역",
"useful materials.  Clay ","이 있는 경우 여기서 점토를 수집",
"can also be collected ","할 수도 있습니다. 점토 수집을",
"here if you have a clay ","제외한 모든 작업에는 연료가",
"collection zone.  All ","필요합니다.",
"tasks require fuel ","",
"aside from clay ","",
"collection.","",
"You can make a variety ","세 가지 다른 유형의 유리를 사용",
"of objects using three ","하여 다양한 물건을 만들 수 있습",
"different types of ","니다. 모래 수집 구역이 있는 경",
"glass.  You can also ","우 여기서 시작된 작업으로 가방",
"collect sand in bags ","에 모래를 수집할 수도 있습니다.",
"from a task originating ","유리 제조에는 연료가 필요합니다.",
"here, if you have a ","",
"sand collection zone.  ","",
"Glassmaking requires ","",
"fuel.","",
"Magma below the furnace ","화로 아래의 마그마가 작업에",
"will power tasks.  You ","동력을 공급합니다. 화로를 마그",
"are responsible for ","마 위에 배치해야 하지만 다른",
"placing the furnace ","연료는 필요하지 않습니다.",
"above the magma, but no ","",
"other fuel is required.","",
"collection zone.  Magma ","가마 아래의 마그마가 작업에",
"below the kiln will ","동력을 공급합니다. 가마를 마그",
"power tasks.  You are ","마 위에 배치해야 하지만 다른",
"responsible for placing ","연료는 필요하지 않습니다.",
"the kiln above the ","",
"magma, but no other ","",
"fuel is required.","",
"Magma below the smelter ","제련소 아래의 마그마가 작업에",
"placing the smelter ","동력을 공급합니다. 제련소를 마",
"","그마 위에 배치해야 하지만 다른",
"","연료는 필요하지 않습니다.",
"Make metal bars from ","여기서 광석으로 금속 주괴를",
"ore here.  Can also ","만듭니다. 석탄을 사용 가능한",
"refine coal into usable ","연료로 정제하거나 합금을 만들",
"fuel or make alloys.  ","수도 있습니다. 모든 작업에는",
"All tasks require fuel.","연료가 필요합니다.",
"Make charcoal and ash ","여기서 나무로 숯과 재를 만듭니",
"from wood here.  Does ","다. 연료가 필요하지 않습니다.",
"not require fuel.","",
"Used to make lye, ","잿물, 칼륨 및 석회유를 만드는 데",
"potash, and milk of ","사용됩니다. 건설에는",
"lime.  Construction ","블록, 통 및 양동이가 필요합니다.",
"requires blocks, ","",
"barrel, and a bucket.","",
"Make crossbows here ","여기서 나무나 뼈로 쇠뇌를 만듭",
"from wood or bone.  The ","니다. 금속 세공사의 대장간은",
"metalsmith's forge can ","금속 쇠뇌와 금속 화살을 만드는",
"be used for metal ","데 사용할 수 있으며, 공예 작업",
"crossbows and metal ","장은 다른 화살을 만드는 데 사용",
"bolts, and the crafts ","됩니다.",
"workshop is used to ","",
"make other bolts.","",
"Make beds and various ","여기서 침대와 다양한 가구, 그리",
"furniture here, as well ","고 보관함, 통 등을 만듭니다.",
"as bins, barrels, and ","",
"Make crafts for trade ","여기서 무역 및 자국 시민을 위한",
"and your own citizens ","공예품과 다양한 도구, 갑옷 및",
"here, as well as a ","화살을 만듭니다.",
"variety of tools, ","",
"armor, and bolts.","",
"Cut rough gems here to ","여기서 원석을 커팅하여 가치를",
"increase their value, ","높이고, 커팅된 보석으로 장식하",
"and improve the value ","여 다른 물건의 가치를 높입니다.",
"of other objects by ","",
"encrusting them with ","",
"cut gems.","",
"Forge weapons and armor ","여기서 무기와 갑옷뿐만 아니라",
"here, as well as most ","가구에서 함정 부품에 이르는",
"other metal objects ","대부분의 다른 금속 물체를 단조",
"from furniture to trap ","합니다. 대장간 아래의 마그마가",
"components.  Magma ","작업에 동력을 공급합니다.",
"below the forge will ","대장간을 마그마 위에 배치해야",
"the forge above the ","하지만 다른 연료는 필요하지",
"","않습니다.",
"Make mechanisms here ","여기서 레버, 압력판 및 기어를",
"which are used to make ","만드는 데 사용되는 메커니즘을",
"levers, pressure ","만듭니다. 메커니즘을 사용하여",
"plates, and gears.  You ","레버와 압력판을 다른 기계에",
"can also use mechanisms ","연결할 수도 있습니다.",
"to link levers and ","",
"pressure plates to ","",
"other machinery.","",
"components.  These ","",
"tasks require fuel.","이 작업들에는 연료가 필요합니다.",
"A useful workshop for ","다양한 공급원에서 액체를 짜내",
"pressing liquids from ","는 유용한 작업장입니다. 일부",
"various sources. Some ","식물은 사용하기 전에 먼저 제분",
"plants might need to be ","해야 할 수도 있습니다. 액체",
"milled first before ","생산물을 저장하려면 빈 주전자가",
"they can be used.  ","필요합니다.",
"Empty jugs are required ","",
"to store the liquid ","",
"products.","",
"Here you can make parts ","여기서 발리스타와 투석기 부품",
"for ballistae and ","을 만들 수 있습니다. 이 작업장",
"catapults.  This ","은 발리스타 탄약이 조립되는",
"workshop is also the ","곳이기도 합니다.",
"place where ballista ","",
"ammo is assembled.","",
"Use tallow (rendered ","여기서 우지나",
"fat) or oil here with ","기름을 잿물과 함께 사용하여",
"lye to make soap.","비누를 만듭니다.",
"Make stone furniture ","여기서 석조 가구와 건설에 사용",
"here, as well as blocks ","되는 블록을 만듭니다.",
"which are used in ","",
"constructions.","",
"Use options in this ","이 카테고리의 옵션을 사용하여",
"category to place ","작업장에서 이미 제작된 가구를",
"furniture that has ","배치하십시오.",
"already been ","",
"constructed in a ","",
"workshop.","",
"Your citizens need a ","시민들에게는 편안한 잠자리가",
"comfortable place to ","필요합니다. 침대를 배치하려면",
"sleep.  A bed object ","목공소에서 먼저 침대 물품을",
"must be made at the ","만들어야 합니다.",
"carpenter's shop before ","",
"it can be placed.","",
"Chairs are required for ","사무실이 기능하려면 의자가 필요",
"offices to function, ","하며, 식탁 옆의 의자는 선호되는",
"and a chair next to a ","식사 배치입니다. 의자/옥좌",
"table is the preferred ","물품을 배치하려면 먼저 만들어야",
"dining arrangement.  A ","합니다.",
"chair/throne object ","",
"must be made before it ","",
"can be placed.","",
"Tables are required for ","식사를 하려면 식탁이 필요합니다.",
"dining.  A chair should ","식탁 옆에 의자를 놓아야 합니다.",
"be placed adjacent to ","식탁 물품을 배치하려면 먼저",
"the table.  A table ","만들어야 합니다.",
"object must be made ","",
"before it can be placed.","",
"Chests and coffers are ","상자와 궤는 개인 침실에서 의류",
"used in personal ","이외의 물건을 보관하는 데 사용",
"bedrooms for storing ","됩니다. 또한 선술집, 병원, 도서",
"non-clothing objects.  ","관과 같은 일부 구역 기반 장소에",
"They are also used in ","서 유용한 자료를 보관하는 데도",
"some zone-based ","사용됩니다. 상자 물품을 배치하",
"locations like taverns, ","려면 먼저 만들어야 합니다.",
"hospitals, and ","",
"libraries for storing ","",
"useful materials.  A ","",
"box object must be made ","",
"Cabinets are used in ","수납장은 개인 침실에서 의류",
"personal bedrooms for ","물품을 보관하는 데 사용됩니다.",
"storing clothing ","수납장 물품을 배치하려면 먼저",
"objects.  A cabinet ","만들어야 합니다.",
"The dead are buried in ","망자는 관에 매장됩니다. 관이",
"coffins.  Coffins must ","기능하려면 고유한 무덤 구역에",
"be placed in their own ","배치되어야 합니다. 관 물품을",
"tomb zone in order to ","배치하려면 먼저 만들어야 합니",
"work.  A coffin object ","다.",
"Citizens that cannot be ","제대로 매장될 수 없는 시민도",
"buried properly can ","여전히 비석으로 추모할 수 있습",
"still be memorialized ","니다. 비석은 석공소에서 제작",
"on slabs.  Slabs are ","되고 조각됩니다.",
"created and engraved at ","",
"the stoneworker's shop.","",
"Statues can be used to ","동상은 요새를 장식하고 방의",
"decorate your fortress ","가치를 높이는 데 사용할 수 있습",
"and add value to your ","니다. 동상 물품은 적절한 작업장",
"rooms.  A statue object ","에서 먼저 만들어야 합니다.",
"must be made at an ","",
"appropriate workshop ","",
"first.","",
"Certain injuries such ","중첩 골절과 같은 특정 부상은",
"as overlapping ","치료를 위해 견인대와 같은 고급",
"fractures require ","의료 장비가 필요합니다. 견인대",
"advanced medical ","물품을 배치하려면 먼저 만들어야",
"contraptions like the ","합니다.",
"traction bench for ","",
"treatment.  A traction ","",
"bench object must be ","",
"made before it can be ","",
"placed.","",
"Codices and scrolls in ","도서관의 코덱스와 두루마리는",
"your library can be ","책장에 보관할 수 있습니다.",
"stored in bookcases.  A ","책장 물품을 배치하려면 먼저",
"bookcase object must be ","만들어야 합니다.",
"Your most valuable ","가장 귀중한 물건을 방에 전시하",
"objects can be placed ","여 가치를 높이고 지나가는 시민",
"for display in rooms to ","들을 즐겁게 할 수 있습니다.",
"increase their value ","받침대나 진열장을 배치하려면",
"and to entertain ","먼저 만들어야 합니다.",
"passing citizens.  A ","",
"pedestal or display ","",
"case must be made ","",
"These ornamental ","이 장식용 물건들은 배치된 방의",
"objects increase the ","가치를 높여줍니다. 봉헌대 물품",
"value of rooms in which ","을 배치하려면 먼저 만들어야",
"they are placed.  An ","합니다.",
"offering place object ","",
"Large instruments must ","대형 악기는 사용되려면 선술집",
"be placed in taverns or ","이나 사원에 배치되어야 합니다.",
"temples before they ","이 악기들은 적절한 작업장에서",
"will be used.  These ","조립되어야 합니다.",
"instruments must be ","",
"assembled at a workshop ","",
"Place doors and hatches ","적절한 작업장에서 문과 해치를",
"here after you have ","제작한 후 여기에 배치하십시오.",
"constructed them in an ","",
"appropriate workshop.","",
"Doors can be used along ","문은 벽과 함께 사용하여 방을",
"with walls to enclose ","둘러싸는 데 사용할 수 있으며,",
"rooms, which is ","이는 여러 구역을 한 번에 배치할",
"especially important ","때 특히 중요합니다. 문은 금지하",
